time,p_x,p_y,p_z
7.719999999999999751e+00,6.775981187820434570e-01,5.633177161216735840e-01,8.483029603958129883e-01
7.730000000000000426e+00,6.782069802284240723e-01,5.628296732902526855e-01,8.484618067741394043e-01
7.740000000000000213e+00,6.788363456726074219e-01,5.623590350151062012e-01,8.486233353614807129e-01
7.750000000000000000e+00,6.794850230216979980e-01,5.619059801101684570e-01,8.487948775291442871e-01
7.759999999999999787e+00,6.801518797874450684e-01,5.614703893661499023e-01,8.489673733711242676e-01
7.769999999999999574e+00,6.808357238769531250e-01,5.610525608062744141e-01,8.491370677947998047e-01
7.780000000000000249e+00,6.815356016159057617e-01,5.606524944305419922e-01,8.493016958236694336e-01
7.790000000000000036e+00,6.822508573532104492e-01,5.602702498435974121e-01,8.494640588760375977e-01
7.799999999999999822e+00,6.829810738563537598e-01,5.599056482315063477e-01,8.496344089508056641e-01
7.809999999999999609e+00,6.837257742881774902e-01,5.595583319664001465e-01,8.498107194900512695e-01
7.820000000000000284e+00,6.844843626022338867e-01,5.592278838157653809e-01,8.499861955642700195e-01
7.830000000000000071e+00,6.852559447288513184e-01,5.589140057563781738e-01,8.501629829406738281e-01
7.839999999999999858e+00,6.860398054122924805e-01,5.586165785789489746e-01,8.503413796424865723e-01
7.849999999999999645e+00,6.868348121643066406e-01,5.583354234695434570e-01,8.505157828330993652e-01
7.860000000000000320e+00,6.876403093338012695e-01,5.580707192420959473e-01,8.506922125816345215e-01
7.870000000000000107e+00,6.884550452232360840e-01,5.578224062919616699e-01,8.508686423301696777e-01
7.879999999999999893e+00,6.892787814140319824e-01,5.575903058052062988e-01,8.510468602180480957e-01
7.889999999999999680e+00,6.901109218597412109e-01,5.573740601539611816e-01,8.512264490127563477e-01
7.900000000000000355e+00,6.909512877464294434e-01,5.571732521057128906e-01,8.514119386672973633e-01
7.910000000000000142e+00,6.917988061904907227e-01,5.569875836372375488e-01,8.515967726707458496e-01
7.919999999999999929e+00,6.926525831222534180e-01,5.568166971206665039e-01,8.517780900001525879e-01
7.929999999999999716e+00,6.935113668441772461e-01,5.566607713699340820e-01,8.519623279571533203e-01
7.940000000000000391e+00,6.943738460540771484e-01,5.565196871757507324e-01,8.521427512168884277e-01
7.950000000000000178e+00,6.952387690544128418e-01,5.563933253288269043e-01,8.523212075233459473e-01
7.959999999999999964e+00,6.961058974266052246e-01,5.562813878059387207e-01,8.524999022483825684e-01
7.969999999999999751e+00,6.969747543334960938e-01,5.561833381652832031e-01,8.526831865310668945e-01
7.980000000000000426e+00,6.978451013565063477e-01,5.560985803604125977e-01,8.528735041618347168e-01
7.990000000000000213e+00,6.987162828445434570e-01,5.560266971588134766e-01,8.530713915824890137e-01
8.000000000000000000e+00,6.995874643325805664e-01,5.559677481651306152e-01,8.532718420028686523e-01
8.009999999999999787e+00,7.004575133323669434e-01,5.559219121932983398e-01,8.534815907478332520e-01
8.019999999999999574e+00,7.013253569602966309e-01,5.558892488479614258e-01,8.536920547485351562e-01
8.029999999999999361e+00,7.021904587745666504e-01,5.558692216873168945e-01,8.538956046104431152e-01
8.039999999999999147e+00,7.030518651008605957e-01,5.558617711067199707e-01,8.540987372398376465e-01
8.050000000000000711e+00,7.039095163345336914e-01,5.558663010597229004e-01,8.543055057525634766e-01
8.060000000000000497e+00,7.047629356384277344e-01,5.558820962905883789e-01,8.545115590095520020e-01
8.070000000000000284e+00,7.056115269660949707e-01,5.559088587760925293e-01,8.547205924987792969e-01
8.080000000000000071e+00,7.064543366432189941e-01,5.559462904930114746e-01,8.549286723136901855e-01
8.089999999999999858e+00,7.072903513908386230e-01,5.559944510459899902e-01,8.551373481750488281e-01
8.099999999999999645e+00,7.081187963485717773e-01,5.560534000396728516e-01,8.553483486175537109e-01
8.109999999999999432e+00,7.089389562606811523e-01,5.561227202415466309e-01,8.555548787117004395e-01
8.119999999999999218e+00,7.097503542900085449e-01,5.562019944190979004e-01,8.557521700859069824e-01
8.130000000000000782e+00,7.105527520179748535e-01,5.562903881072998047e-01,8.559500575065612793e-01
8.140000000000000568e+00,7.113457322120666504e-01,5.563873648643493652e-01,8.561519384384155273e-01
8.150000000000000355e+00,7.121287584304809570e-01,5.564923286437988281e-01,8.563526272773742676e-01
8.160000000000000142e+00,7.129009962081909180e-01,5.566052794456481934e-01,8.565567731857299805e-01
8.169999999999999929e+00,7.136619091033935547e-01,5.567261576652526855e-01,8.567571640014648438e-01
8.179999999999999716e+00,7.144111394882202148e-01,5.568549036979675293e-01,8.569526076316833496e-01
8.189999999999999503e+00,7.151480913162231445e-01,5.569912195205688477e-01,8.571383953094482422e-01
8.199999999999999289e+00,7.158722877502441406e-01,5.571346879005432129e-01,8.573224544525146484e-01
8.210000000000000853e+00,7.165837287902832031e-01,5.572844743728637695e-01,8.575037717819213867e-01
8.220000000000000639e+00,7.172815203666687012e-01,5.574402213096618652e-01,8.576790690422058105e-01
8.230000000000000426e+00,7.179652452468872070e-01,5.576016902923583984e-01,8.578515648841857910e-01
8.240000000000000213e+00,7.186337709426879883e-01,5.577688813209533691e-01,8.580221533775329590e-01
8.250000000000000000e+00,7.192873358726501465e-01,5.579416155815124512e-01,8.581891059875488281e-01
8.259999999999999787e+00,7.199255228042602539e-01,5.581198930740356445e-01,8.583491444587707520e-01
8.269999999999999574e+00,7.205483317375183105e-01,5.583032369613647461e-01,8.585101366043090820e-01
8.279999999999999361e+00,7.211557030677795410e-01,5.584909915924072266e-01,8.586735129356384277e-01
8.289999999999999147e+00,7.217478156089782715e-01,5.586828589439392090e-01,8.588367104530334473e-01
8.300000000000000711e+00,7.223241329193115234e-01,5.588783025741577148e-01,8.589993715286254883e-01
8.310000000000000497e+00,7.228842973709106445e-01,5.590773224830627441e-01,8.591592907905578613e-01
8.320000000000000284e+00,7.234280109405517578e-01,5.592798590660095215e-01,8.593197464942932129e-01
8.330000000000000071e+00,7.239549756050109863e-01,5.594857931137084961e-01,8.594719767570495605e-01
8.339999999999999858e+00,7.244653701782226562e-01,5.596945881843566895e-01,8.596161007881164551e-01
8.349999999999999645e+00,7.249587774276733398e-01,5.599058866500854492e-01,8.597632646560668945e-01
8.359999999999999432e+00,7.254349589347839355e-01,5.601194500923156738e-01,8.599163293838500977e-01
8.369999999999999218e+00,7.258936762809753418e-01,5.603353977203369141e-01,8.600788712501525879e-01
8.380000000000000782e+00,7.263349890708923340e-01,5.605539083480834961e-01,8.602423071861267090e-01
8.390000000000000568e+00,7.267583012580871582e-01,5.607749819755554199e-01,8.604032397270202637e-01
8.400000000000000355e+00,7.271640896797180176e-01,5.609982609748840332e-01,8.605555295944213867e-01
8.410000000000000142e+00,7.275518774986267090e-01,5.612232685089111328e-01,8.607118725776672363e-01
8.419999999999999929e+00,7.279222011566162109e-01,5.614493489265441895e-01,8.608703017234802246e-01
8.429999999999999716e+00,7.282751798629760742e-01,5.616763234138488770e-01,8.610237836837768555e-01
8.439999999999999503e+00,7.286109924316406250e-01,5.619039535522460938e-01,8.611708283424377441e-01
8.449999999999999289e+00,7.289296388626098633e-01,5.621321201324462891e-01,8.613166213035583496e-01
8.460000000000000853e+00,7.292311191558837891e-01,5.623610019683837891e-01,8.614549636840820312e-01
8.470000000000000639e+00,7.295153141021728516e-01,5.625904798507690430e-01,8.615853786468505859e-01
8.480000000000000426e+00,7.297824621200561523e-01,5.628204941749572754e-01,8.617078661918640137e-01
8.490000000000000213e+00,7.300326824188232422e-01,5.630508065223693848e-01,8.618261218070983887e-01
8.500000000000000000e+00,7.302660942077636719e-01,5.632813572883605957e-01,8.619360327720642090e-01
8.509999999999999787e+00,7.304828166961669922e-01,5.635120868682861328e-01,8.620442748069763184e-01
8.519999999999999574e+00,7.306827306747436523e-01,5.637428164482116699e-01,8.621456623077392578e-01
8.529999999999999361e+00,7.308662533760070801e-01,5.639734864234924316e-01,8.622417449951171875e-01
8.539999999999999147e+00,7.310339212417602539e-01,5.642036199569702148e-01,8.623368144035339355e-01
8.550000000000000711e+00,7.311857938766479492e-01,5.644330978393554688e-01,8.624366521835327148e-01
8.560000000000000497e+00,7.313221096992492676e-01,5.646619200706481934e-01,8.625378012657165527e-01
8.570000000000000284e+00,7.314430475234985352e-01,5.648901462554931641e-01,8.626410961151123047e-01
8.580000000000000071e+00,7.315487265586853027e-01,5.651180744171142578e-01,8.627426028251647949e-01
8.589999999999999858e+00,7.316393852233886719e-01,5.653456449508666992e-01,8.628371357917785645e-01
8.599999999999999645e+00,7.317155003547668457e-01,5.655724406242370605e-01,8.629220724105834961e-01
8.609999999999999432e+00,7.317770719528198242e-01,5.657978653907775879e-01,8.630101084709167480e-01
8.619999999999999218e+00,7.318245172500610352e-01,5.660215616226196289e-01,8.631033897399902344e-01
8.630000000000000782e+00,7.318581342697143555e-01,5.662432312965393066e-01,8.631979227066040039e-01
8.640000000000000568e+00,7.318781018257141113e-01,5.664631128311157227e-01,8.632965087890625000e-01
8.650000000000000355e+00,7.318844199180603027e-01,5.666815042495727539e-01,8.633961677551269531e-01
8.660000000000000142e+00,7.318772673606872559e-01,5.668989419937133789e-01,8.634903430938720703e-01
8.669999999999999929e+00,7.318572998046875000e-01,5.671153068542480469e-01,8.635753393173217773e-01
8.679999999999999716e+00,7.318247556686401367e-01,5.673305988311767578e-01,8.636529445648193359e-01
8.689999999999999503e+00,7.317804098129272461e-01,5.675445199012756348e-01,8.637286424636840820e-01
8.699999999999999289e+00,7.317247986793518066e-01,5.677567124366760254e-01,8.637983798980712891e-01
8.710000000000000853e+00,7.316579222679138184e-01,5.679669380187988281e-01,8.638603091239929199e-01
8.720000000000000639e+00,7.315803170204162598e-01,5.681750774383544922e-01,8.639164566993713379e-01
8.730000000000000426e+00,7.314916849136352539e-01,5.683811306953430176e-01,8.639701604843139648e-01
8.740000000000000213e+00,7.313923239707946777e-01,5.685853362083435059e-01,8.640223741531372070e-01
8.750000000000000000e+00,7.312824726104736328e-01,5.687879323959350586e-01,8.640722632408142090e-01
8.759999999999999787e+00,7.311627268791198730e-01,5.689886808395385742e-01,8.641175627708435059e-01
8.769999999999999574e+00,7.310337424278259277e-01,5.691875815391540527e-01,8.641611933708190918e-01
8.779999999999999361e+00,7.308959364891052246e-01,5.693843364715576172e-01,8.642057180404663086e-01
8.789999999999999147e+00,7.307497262954711914e-01,5.695787668228149414e-01,8.642453551292419434e-01
8.800000000000000711e+00,7.305952906608581543e-01,5.697710514068603516e-01,8.642817735671997070e-01
8.810000000000000497e+00,7.304326295852661133e-01,5.699611306190490723e-01,8.643121123313903809e-01
8.820000000000000284e+00,7.302621603012084961e-01,5.701489448547363281e-01,8.643367886543273926e-01
8.830000000000000071e+00,7.300839424133300781e-01,5.703346729278564453e-01,8.643552064895629883e-01
8.839999999999999858e+00,7.298983931541442871e-01,5.705178976058959961e-01,8.643702864646911621e-01
8.849999999999999645e+00,7.297064065933227539e-01,5.706986188888549805e-01,8.643770813941955566e-01
8.859999999999999432e+00,7.295079231262207031e-01,5.708765387535095215e-01,8.643865585327148438e-01
8.869999999999999218e+00,7.293035387992858887e-01,5.710516571998596191e-01,8.643940091133117676e-01
8.880000000000000782e+00,7.290934920310974121e-01,5.712242722511291504e-01,8.644055128097534180e-01
8.890000000000000568e+00,7.288775444030761719e-01,5.713944435119628906e-01,8.644199371337890625e-01
8.900000000000000355e+00,7.286560535430908203e-01,5.715624690055847168e-01,8.644329309463500977e-01
8.910000000000000142e+00,7.284292578697204590e-01,5.717283487319946289e-01,8.644400835037231445e-01
8.919999999999999929e+00,7.281979918479919434e-01,5.718919634819030762e-01,8.644422292709350586e-01
8.929999999999999716e+00,7.279626727104187012e-01,5.720531940460205078e-01,8.644453883171081543e-01
8.939999999999999503e+00,7.277240157127380371e-01,5.722118020057678223e-01,8.644475340843200684e-01
8.949999999999999289e+00,7.274818420410156250e-01,5.723676085472106934e-01,8.644526600837707520e-01
8.960000000000000853e+00,7.272368073463439941e-01,5.725206136703491211e-01,8.644579052925109863e-01
8.970000000000000639e+00,7.269889712333679199e-01,5.726708173751831055e-01,8.644605278968811035e-01
8.980000000000000426e+00,7.267389297485351562e-01,5.728184580802917480e-01,8.644639253616333008e-01
8.990000000000000213e+00,7.264867424964904785e-01,5.729634761810302734e-01,8.644647002220153809e-01
9.000000000000000000e+00,7.262325286865234375e-01,5.731059312820434570e-01,8.644638061523437500e-01
9.009999999999999787e+00,7.259769439697265625e-01,5.732457637786865234e-01,8.644627928733825684e-01
9.019999999999999574e+00,7.257199287414550781e-01,5.733828544616699219e-01,8.644591569900512695e-01
9.029999999999999361e+00,7.254617810249328613e-01,5.735175609588623047e-01,8.644567131996154785e-01
9.039999999999999147e+00,7.252024412155151367e-01,5.736498832702636719e-01,8.644510507583618164e-01
9.050000000000000711e+00,7.249425053596496582e-01,5.737800002098083496e-01,8.644422888755798340e-01
9.060000000000000497e+00,7.246824502944946289e-01,5.739081501960754395e-01,8.644305467605590820e-01
9.070000000000000284e+00,7.244228124618530273e-01,5.740342736244201660e-01,8.644192218780517578e-01
9.080000000000000071e+00,7.241641879081726074e-01,5.741584897041320801e-01,8.644055128097534180e-01
9.089999999999999858e+00,7.239066362380981445e-01,5.742806792259216309e-01,8.643910884857177734e-01
9.099999999999999645e+00,7.236504554748535156e-01,5.744005441665649414e-01,8.643754720687866211e-01
9.109999999999999432e+00,7.233958840370178223e-01,5.745181441307067871e-01,8.643628358840942383e-01
9.119999999999999218e+00,7.231429815292358398e-01,5.746334791183471680e-01,8.643534183502197266e-01
9.130000000000000782e+00,7.228919267654418945e-01,5.747466683387756348e-01,8.643401861190795898e-01
9.140000000000000568e+00,7.226431369781494141e-01,5.748578310012817383e-01,8.643223047256469727e-01
9.150000000000000355e+00,7.223965525627136230e-01,5.749668478965759277e-01,8.643007874488830566e-01
9.160000000000000142e+00,7.221525907516479492e-01,5.750738382339477539e-01,8.642772436141967773e-01
9.169999999999999929e+00,7.219112515449523926e-01,5.751786231994628906e-01,8.642589449882507324e-01
9.179999999999999716e+00,7.216726541519165039e-01,5.752812027931213379e-01,8.642423748970031738e-01
9.189999999999999503e+00,7.214370965957641602e-01,5.753817558288574219e-01,8.642265200614929199e-01
9.199999999999999289e+00,7.212046980857849121e-01,5.754802823066711426e-01,8.642076849937438965e-01
9.210000000000000853e+00,7.209755182266235352e-01,5.755765438079833984e-01,8.641875386238098145e-01
9.220000000000000639e+00,7.207501530647277832e-01,5.756704211235046387e-01,8.641698956489562988e-01
9.230000000000000426e+00,7.205286026000976562e-01,5.757617354393005371e-01,8.641532063484191895e-01
9.240000000000000213e+00,7.203108668327331543e-01,5.758506059646606445e-01,8.641331195831298828e-01
9.250000000000000000e+00,7.200969457626342773e-01,5.759373307228088379e-01,8.641131520271301270e-01
9.259999999999999787e+00,7.198871374130249023e-01,5.760222673416137695e-01,8.640909790992736816e-01
9.269999999999999574e+00,7.196814417839050293e-01,5.761053562164306641e-01,8.640655875205993652e-01
9.279999999999999361e+00,7.194802165031433105e-01,5.761865973472595215e-01,8.640421628952026367e-01
9.289999999999999147e+00,7.192831635475158691e-01,5.762658119201660156e-01,8.640177845954895020e-01
9.300000000000000711e+00,7.190906405448913574e-01,5.763430595397949219e-01,8.639929294586181641e-01
9.310000000000000497e+00,7.189027070999145508e-01,5.764181613922119141e-01,8.639761209487915039e-01
9.320000000000000284e+00,7.187193632125854492e-01,5.764912366867065430e-01,8.639638423919677734e-01
9.330000000000000071e+00,7.185409665107727051e-01,5.765624642372131348e-01,8.639516830444335938e-01
9.339999999999999858e+00,7.183673977851867676e-01,5.766319036483764648e-01,8.639405369758605957e-01
9.349999999999999645e+00,7.181988954544067383e-01,5.766996145248413086e-01,8.639243841171264648e-01
9.359999999999999432e+00,7.180359363555908203e-01,5.767654776573181152e-01,8.639110326766967773e-01
9.369999999999999218e+00,7.178783416748046875e-01,5.768294930458068848e-01,8.638957142829895020e-01
9.380000000000000782e+00,7.177261710166931152e-01,5.768917202949523926e-01,8.638809323310852051e-01
9.390000000000000568e+00,7.175793051719665527e-01,5.769524574279785156e-01,8.638676404953002930e-01
9.400000000000000355e+00,7.174379825592041016e-01,5.770115256309509277e-01,8.638572692871093750e-01
9.410000000000000142e+00,7.173022627830505371e-01,5.770686864852905273e-01,8.638520836830139160e-01
9.419999999999999929e+00,7.171722054481506348e-01,5.771235823631286621e-01,8.638501167297363281e-01
9.429999999999999716e+00,7.170478105545043945e-01,5.771762728691101074e-01,8.638515472412109375e-01
9.439999999999999503e+00,7.169288396835327148e-01,5.772268176078796387e-01,8.638517856597900391e-01
9.449999999999999289e+00,7.168154716491699219e-01,5.772755146026611328e-01,8.638582825660705566e-01
9.460000000000000853e+00,7.167074680328369141e-01,5.773225426673889160e-01,8.638632893562316895e-01
9.470000000000000639e+00,7.166051864624023438e-01,5.773679614067077637e-01,8.638643026351928711e-01
9.480000000000000426e+00,7.165088653564453125e-01,5.774117112159729004e-01,8.638596534729003906e-01
9.490000000000000213e+00,7.164185643196105957e-01,5.774535536766052246e-01,8.638603687286376953e-01
9.500000000000000000e+00,7.163344025611877441e-01,5.774932503700256348e-01,8.638642430305480957e-01
9.509999999999999787e+00,7.162563800811767578e-01,5.775305628776550293e-01,8.638682365417480469e-01
9.519999999999999574e+00,7.161840200424194336e-01,5.775656700134277344e-01,8.638688921928405762e-01
9.529999999999999361e+00,7.161177396774291992e-01,5.775986313819885254e-01,8.638672232627868652e-01
9.539999999999999147e+00,7.160570025444030762e-01,5.776299238204956055e-01,8.638682961463928223e-01
9.550000000000000711e+00,7.160018682479858398e-01,5.776596665382385254e-01,8.638668656349182129e-01
9.560000000000000497e+00,7.159522175788879395e-01,5.776878595352172852e-01,8.638617396354675293e-01
9.570000000000000284e+00,7.159082889556884766e-01,5.777145028114318848e-01,8.638555407524108887e-01
9.580000000000000071e+00,7.158696651458740234e-01,5.777395367622375488e-01,8.638520836830139160e-01
9.589999999999999858e+00,7.158364057540893555e-01,5.777627229690551758e-01,8.638487458229064941e-01
9.599999999999999645e+00,7.158088088035583496e-01,5.777839422225952148e-01,8.638495802879333496e-01
9.609999999999999432e+00,7.157865166664123535e-01,5.778031945228576660e-01,8.638524413108825684e-01
9.619999999999999218e+00,7.157692313194274902e-01,5.778207182884216309e-01,8.638608455657958984e-01
9.630000000000000782e+00,7.157570123672485352e-01,5.778367519378662109e-01,8.638700246810913086e-01
9.640000000000000568e+00,7.157495617866516113e-01,5.778512954711914062e-01,8.638770580291748047e-01
9.650000000000000355e+00,7.157465219497680664e-01,5.778642892837524414e-01,8.638792634010314941e-01
9.660000000000000142e+00,7.157480716705322266e-01,5.778755545616149902e-01,8.638814687728881836e-01
9.669999999999999929e+00,7.157541513442993164e-01,5.778849720954895020e-01,8.638843297958374023e-01
9.679999999999999716e+00,7.157644033432006836e-01,5.778925418853759766e-01,8.638846874237060547e-01
9.689999999999999503e+00,7.157792448997497559e-01,5.778985023498535156e-01,8.638864755630493164e-01
9.699999999999999289e+00,7.157980799674987793e-01,5.779030323028564453e-01,8.638854026794433594e-01
9.710000000000000853e+00,7.158209681510925293e-01,5.779063701629638672e-01,8.638882040977478027e-01
9.720000000000000639e+00,7.158477902412414551e-01,5.779080390930175781e-01,8.638920187950134277e-01
9.730000000000000426e+00,7.158786058425903320e-01,5.779080986976623535e-01,8.639037609100341797e-01
9.740000000000000213e+00,7.159134149551391602e-01,5.779061317443847656e-01,8.639218807220458984e-01
9.750000000000000000e+00,7.159520983695983887e-01,5.779022574424743652e-01,8.639398217201232910e-01
9.759999999999999787e+00,7.159944176673889160e-01,5.778965950012207031e-01,8.639565706253051758e-01
9.769999999999999574e+00,7.160402536392211914e-01,5.778894424438476562e-01,8.639752864837646484e-01
9.779999999999999361e+00,7.160891890525817871e-01,5.778807997703552246e-01,8.639936447143554688e-01
9.789999999999999147e+00,7.161411643028259277e-01,5.778706073760986328e-01,8.640089631080627441e-01
9.800000000000000711e+00,7.161960601806640625e-01,5.778588056564331055e-01,8.640232682228088379e-01
9.810000000000000497e+00,7.162539958953857422e-01,5.778453350067138672e-01,8.640353679656982422e-01
9.820000000000000284e+00,7.163147330284118652e-01,5.778303146362304688e-01,8.640445470809936523e-01
9.830000000000000071e+00,7.163781523704528809e-01,5.778136849403381348e-01,8.640477657318115234e-01
9.839999999999999858e+00,7.164440155029296875e-01,5.777956247329711914e-01,8.640496730804443359e-01
9.849999999999999645e+00,7.165122032165527344e-01,5.777764916419982910e-01,8.640533685684204102e-01
9.859999999999999432e+00,7.165827155113220215e-01,5.777562260627746582e-01,8.640552759170532227e-01
9.869999999999999218e+00,7.166555523872375488e-01,5.777348279953002930e-01,8.640596866607666016e-01
9.880000000000000782e+00,7.167308330535888672e-01,5.777119994163513184e-01,8.640714287757873535e-01
9.890000000000000568e+00,7.168084979057312012e-01,5.776877403259277344e-01,8.640862107276916504e-01
9.900000000000000355e+00,7.168884873390197754e-01,5.776623487472534180e-01,8.641036748886108398e-01
9.910000000000000142e+00,7.169703245162963867e-01,5.776358246803283691e-01,8.641191124916076660e-01
9.919999999999999929e+00,7.170540094375610352e-01,5.776081085205078125e-01,8.641339540481567383e-01
9.929999999999999716e+00,7.171391844749450684e-01,5.775791406631469727e-01,8.641473650932312012e-01
9.939999999999999503e+00,7.172261476516723633e-01,5.775486230850219727e-01,8.641660213470458984e-01
9.949999999999999289e+00,7.173146605491638184e-01,5.775166153907775879e-01,8.641868829727172852e-01
9.960000000000000853e+00,7.174045443534851074e-01,5.774832963943481445e-01,8.642096519470214844e-01
9.970000000000000639e+00,7.174957990646362305e-01,5.774490237236022949e-01,8.642297387123107910e-01
9.980000000000000426e+00,7.175876498222351074e-01,5.774142742156982422e-01,8.642569780349731445e-01
9.990000000000000213e+00,7.176795005798339844e-01,5.773791074752807617e-01,8.642827868461608887e-01
1.000000000000000000e+01,7.177716493606567383e-01,5.773432850837707520e-01,8.643118143081665039e-01
1.000999999999999979e+01,7.178636789321899414e-01,5.773066282272338867e-01,8.644318580627441406e-01
1.001999999999999957e+01,7.179510593414306641e-01,5.772684812545776367e-01,8.645605444908142090e-01
1.002999999999999936e+01,7.180238962173461914e-01,5.772274136543273926e-01,8.646567463874816895e-01
1.003999999999999915e+01,7.180681228637695312e-01,5.771818757057189941e-01,8.647037744522094727e-01
1.005000000000000071e+01,7.180618643760681152e-01,5.771294832229614258e-01,8.647517561912536621e-01
1.006000000000000050e+01,7.179824113845825195e-01,5.770682692527770996e-01,8.648042082786560059e-01
1.007000000000000028e+01,7.178091406822204590e-01,5.769959092140197754e-01,8.648396134376525879e-01
1.008000000000000007e+01,7.175236940383911133e-01,5.769106745719909668e-01,8.648331761360168457e-01
1.008999999999999986e+01,7.171087265014648438e-01,5.768106579780578613e-01,8.647764325141906738e-01
1.009999999999999964e+01,7.165454626083374023e-01,5.766943693161010742e-01,8.646792173385620117e-01
1.010999999999999943e+01,7.158148288726806641e-01,5.765606760978698730e-01,8.645654916763305664e-01
1.011999999999999922e+01,7.148994207382202148e-01,5.764093399047851562e-01,8.644509911537170410e-01
1.013000000000000078e+01,7.137836217880249023e-01,5.762402415275573730e-01,8.643515110015869141e-01
1.014000000000000057e+01,7.124523520469665527e-01,5.760533213615417480e-01,8.642826676368713379e-01
1.015000000000000036e+01,7.108939290046691895e-01,5.758488178253173828e-01,8.642455339431762695e-01
1.016000000000000014e+01,7.090987563133239746e-01,5.756264925003051758e-01,8.642363548278808594e-01
1.016999999999999993e+01,7.070549130439758301e-01,5.753856897354125977e-01,8.642641305923461914e-01
1.017999999999999972e+01,7.047538161277770996e-01,5.751258134841918945e-01,8.643243908882141113e-01
1.018999999999999950e+01,7.021867036819458008e-01,5.748471617698669434e-01,8.644173741340637207e-01
1.019999999999999929e+01,6.993471384048461914e-01,5.745499134063720703e-01,8.645384907722473145e-01
1.021000000000000085e+01,6.962274312973022461e-01,5.742351412773132324e-01,8.646872043609619141e-01
1.022000000000000064e+01,6.928223371505737305e-01,5.739037990570068359e-01,8.648582100868225098e-01
1.023000000000000043e+01,6.891270875930786133e-01,5.735571980476379395e-01,8.650459647178649902e-01
1.024000000000000021e+01,6.851364374160766602e-01,5.731964111328125000e-01,8.652472496032714844e-01
1.025000000000000000e+01,6.808447837829589844e-01,5.728222727775573730e-01,8.654632568359375000e-01
1.025999999999999979e+01,6.762489080429077148e-01,5.724359750747680664e-01,8.656886219978332520e-01
1.026999999999999957e+01,6.713448166847229004e-01,5.720387697219848633e-01,8.659230470657348633e-01
1.027999999999999936e+01,6.661283969879150391e-01,5.716322064399719238e-01,8.661688566207885742e-01
1.028999999999999915e+01,6.605964899063110352e-01,5.712181329727172852e-01,8.664272427558898926e-01
1.030000000000000071e+01,6.547488570213317871e-01,5.707985162734985352e-01,8.666928410530090332e-01
1.031000000000000050e+01,6.485863327980041504e-01,5.703754425048828125e-01,8.669586181640625000e-01
1.032000000000000028e+01,6.421084403991699219e-01,5.699506998062133789e-01,8.672233223915100098e-01
1.033000000000000007e+01,6.353158950805664062e-01,5.695263743400573730e-01,8.674838542938232422e-01
1.033999999999999986e+01,6.282110214233398438e-01,5.691044330596923828e-01,8.677350282669067383e-01
1.034999999999999964e+01,6.207960844039916992e-01,5.686873197555541992e-01,8.679722547531127930e-01
1.035999999999999943e+01,6.130746603012084961e-01,5.682774782180786133e-01,8.681900501251220703e-01
1.036999999999999922e+01,6.050505638122558594e-01,5.678772926330566406e-01,8.683838844299316406e-01
1.038000000000000078e+01,5.967283248901367188e-01,5.674895048141479492e-01,8.685485720634460449e-01
1.039000000000000057e+01,5.881126523017883301e-01,5.671167969703674316e-01,8.686799407005310059e-01
1.040000000000000036e+01,5.792092680931091309e-01,5.667618513107299805e-01,8.687725663185119629e-01
1.041000000000000014e+01,5.700222253799438477e-01,5.664275884628295898e-01,8.688287138938903809e-01
1.041999999999999993e+01,5.605573058128356934e-01,5.661168694496154785e-01,8.688464164733886719e-01
1.042999999999999972e+01,5.508199334144592285e-01,5.658326148986816406e-01,8.688264489173889160e-01
1.043999999999999950e+01,5.408166646957397461e-01,5.655780434608459473e-01,8.687667846679687500e-01
1.044999999999999929e+01,5.305545330047607422e-01,5.653560757637023926e-01,8.686656951904296875e-01
1.046000000000000085e+01,5.200403928756713867e-01,5.651698708534240723e-01,8.685228228569030762e-01
1.047000000000000064e+01,5.092812180519104004e-01,5.650226473808288574e-01,8.683392405509948730e-01
1.048000000000000043e+01,4.982847571372985840e-01,5.649175047874450684e-01,8.681145310401916504e-01
1.049000000000000021e+01,4.870578348636627197e-01,5.648579001426696777e-01,8.678537607192993164e-01
1.050000000000000000e+01,4.756090044975280762e-01,5.648469924926757812e-01,8.675551414489746094e-01
1.050999999999999979e+01,4.639469087123870850e-01,5.648879408836364746e-01,8.672181963920593262e-01
1.051999999999999957e+01,4.520799517631530762e-01,5.649838447570800781e-01,8.668433427810668945e-01
1.052999999999999936e+01,4.400165379047393799e-01,5.651378631591796875e-01,8.664318323135375977e-01
1.053999999999999915e+01,4.277652502059936523e-01,5.653530359268188477e-01,8.659852743148803711e-01
1.055000000000000071e+01,4.153346121311187744e-01,5.656323432922363281e-01,8.655059933662414551e-01
1.056000000000000050e+01,4.027340412139892578e-01,5.659784078598022461e-01,8.649926781654357910e-01
1.057000000000000028e+01,3.899721503257751465e-01,5.663937926292419434e-01,8.644474148750305176e-01
1.058000000000000007e+01,3.770577013492584229e-01,5.668811202049255371e-01,8.638732433319091797e-01
1.058999999999999986e+01,3.639996647834777832e-01,5.674428939819335938e-01,8.632722496986389160e-01
1.059999999999999964e+01,3.508072495460510254e-01,5.680812001228332520e-01,8.626452684402465820e-01
1.060999999999999943e+01,3.374895751476287842e-01,5.687981247901916504e-01,8.619931340217590332e-01
1.061999999999999922e+01,3.240557909011840820e-01,5.695955157279968262e-01,8.613170385360717773e-01
